Attribution ID,Source,Dating,Dating (range),Source Origin,Modern Country for Source Origin,Source type,Piece,Attributed to Josquin?,NJE Number,Genre,Voices,Attribution Category,Probable Composer,Other Attribution in Source
Attr_719,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,"Lourdault, lourdault",no,28.24,songs and instrumental pieces,4,4b,Ninot le Petit,
Attr_720,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Une musque de Biscaye,no,28.35,songs and instrumental pieces,4,1,,
Attr_721,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Baisiez moy,no,28.4,songs and instrumental pieces,4,2,,
Attr_722,Giunta [c. 1526]|5,1523,,Rome,Italy,printed vocal music,Tribulatio et angustia,no,18.11,motet,4,4a,,Philippe Verdelot
Attr_723,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Miseremini mei,no,14.8,motet,4,4b,Jean Richafort,
Attr_724,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Lauda Jerusalem dominum,no,17.9,motet,4,4b,Maistre Jan,
Attr_725,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Salva nos domine,no,26.12,motet,6,4b,Jean Mouton,
Attr_726,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_727,VatP 1980–1,1523,~1513–23,Rome,Italy,manuscript,Petite camusette,no,30.7,songs and instrumental pieces,6,1,,
Attr_728,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Missa Pange lingua,no,4.3,mass,4,1,,
Attr_729,VatP 1980–1,1523,~1518–23,Rome,Italy,manuscript,Missa Faysant regretz,no,8.1,mass,4,1,,
Attr_730,VatP 1982,1523,~1513–23,Rome,Italy,manuscript,Cent mille regretz,no,29.1,songs and instrumental pieces,5,4b,Pierre de La Rue,La Rue
Attr_731,VatP 1982,1523,~1513–23,Rome,Italy,manuscript,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_732,VatP 1982,1523,~1513–23,Rome,Italy,manuscript,Missa L'homme armé quarti toni,no,6.1,mass,4(-6),4b,Loyset Compere,Compere
Attr_733,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Cent mille regretz,no,29.1,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_734,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Je me complains,no,29.10,songs and instrumental pieces,5,3,,
Attr_735,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Parfons regretz,no,29.19,songs and instrumental pieces,5,2,,
Attr_736,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Plaine de deuil,no,29.20,songs and instrumental pieces,5,2,,
Attr_737,VienNB Mus. 18746,1523,~1520–23,Mechelen,Belgium,manuscript,Plusieurs regretz,no,29.21,songs and instrumental pieces,5,2,,
Attr_738,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Douleur me bat,no,29.4,songs and instrumental pieces,5,2,,
Attr_739,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Du mien amant,no,29.5,songs and instrumental pieces,5,2,,
Attr_740,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Incessament livré suis,no,29.8,songs and instrumental pieces,5,2,,
Attr_741,VienNB Mus. 18746,1523,~1523,Mechelen,Belgium,manuscript,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_742,BarcBC 454,1525,~1520–25,,Spain,manuscript,"Sancta mater, istud agas",yes,25.8,motet,4,4b,Juan de Peñalosa,
Attr_743,BasU F.VI.26c,1525,~1500–25,Basel,Switzerland,manuscript,Fortuna d'un gran tempo,no,27.12,songs and instrumental pieces,3,2,,
Attr_744,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Inter natos mulierum,yes,19.9,motet,5,4a,,
Attr_745,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Ave Maria,no,23.6,motet,4,1,,
Attr_746,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Vultum tuum,no,25.14,motet,4,1,,
Attr_747,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Fortuna d'un gran tempo,no,27.12,songs and instrumental pieces,3,2,,
Attr_748,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Ach hülff mich leid,no,28.2,songs and instrumental pieces,4,4a,,
Attr_749,BerlS 40026,1525,~1515–25,Pforzheim,Germany,manuscript tablature,Tous les regretz,no,28.34,songs and instrumental pieces,4,4b,Pierre de La Rue,
Attr_750,BolC Q20,1525,~1525,,Italy,manuscript,"Domine, ne in furore",yes,16.7,motet,4,4a,,
Attr_751,BolC Q20,1525,~1525,,Italy,manuscript,"Domine, ne in furore",no,16.8,motet,4,4b,Philippe Verdelot,Verdelot
Attr_752,BolC Q20,1525,~1525,,Italy,manuscript,Nunc dimittis servum tuum,yes,20.8,motet,4,4a,,
Attr_753,BolC Q20,1525,~1525,,Italy,manuscript,Salve sancta facies,yes,22.4,motet,4,4a,,
Attr_754,BolC Q20,1525,~1525,,Italy,manuscript,Ave maris stela,yes,23.8,motet,4,3,,
Attr_755,BolC Q20,1525,~1525,,Italy,manuscript,"Regina celi, letare",yes,25.2,motet,4,4a,,
Attr_756,BolC Q20,1525,~1525,,Italy,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,de Silva
Attr_757,CopKB 1848,1525,~1525,Lyon,France,manuscript,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_758,CopKB 1848,1525,~1525,Lyon,France,manuscript,Plusieurs regretz,no,29.21,songs and instrumental pieces,5,2,,
Attr_759,CopKB 1848,1525,~1525,Lyon,France,manuscript,Baisiez moy,no,30.3,songs and instrumental pieces,6,4a,,
Attr_760,JenaU 21,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Pange lingua,no,4.3,mass,4,1,,
Attr_761,JenaU 21,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Allez regretz I,yes,7.1,mass,4,4a,,
Attr_762,JenaU 21,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Mi mi,no,App. 2,mass,4,4b,Johannes Pipelare,Pipelare
Attr_763,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Absalon fili mi,no,14.1,motet,4,4a,,
Attr_764,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Descendi in ortum meum,no,14.3,motet,4,4a,,
Attr_765,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Tribulatio et angustia,no,18.11,motet,4,4a,,
Attr_766,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Missus est Gabriel angelus,no,20.7,motet,4,1,,
Attr_767,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,
Attr_768,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Dulces exuvie,no,28.11,songs and instrumental pieces,4,4a,,
Attr_769,LonBLR 8 G.vii,1525,~1513–25,Brussels/Mechelen,Belgium,manuscript,Fama malum,no,28.15,songs and instrumental pieces,4,3,,
Attr_770,MunBS F,1525,~1509–25,Brussels/Mechelen,Belgium,manuscript,Missa Missus est Gabriel angelus,no,10.2,mass,4,4b,Pierre Moulu,
Attr_771,VatS 46,1525,~1523–25,Rome,Italy,manuscript,Mittit ad virginem,yes,24.6,motet,4,3,,
Attr_772,VatS 55,1525,~1520–25,Rome,Italy,manuscript,Pater noster,yes,20.9,motet,6,1,,
Attr_773,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa La sol fa re mi,yes,11.2,mass,4,1,,
Attr_774,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Credo Chascun me crie,yes,13.1,mass,4,3,,
Attr_775,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Gaudeamus,no,4.2,mass,4,1,,Johannes Okeghem
Attr_776,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa L'ami Baudichon,no,5.1,mass,4,2,,
Attr_777,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa L'homme armé sexti toni,yes,6.2,mass,4(-6),1,,
Attr_778,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_779,VienNB 11778,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Fortuna desperata,yes,8.2,mass,4,1,,
Attr_780,VienNB 9814,1525,~1519–25,Brussels/Mechelen,Belgium,manuscript,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_781,VienNB Mus. 18825,1525,~1519–25,Brussels/Mechelen,Belgium,manuscript,Congratulamini mihi omnes,no,26.3,motet,4,4a,,Johannes Lebrun
Attr_782,VienNB Mus. 18825,1525,~1519–25,Brussels/Mechelen,Belgium,manuscript,In illo tempore Maria Magdalena,no,26.6,motet,4,4b,Jean Mouton,Mouton
Attr_783,VienNB Mus. 18832,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa La sol fa re mi,no,11.2,mass,4,1,,
Attr_784,VienNB Mus. 18832,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Gaudeamus,no,4.2,mass,4,1,,
Attr_785,VienNB Mus. 18832,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Pange lingua,no,4.3,mass,4,1,,
Attr_786,VienNB Mus. 18832,1525,~1521–25,Brussels/Mechelen,Belgium,manuscript,Missa Malheur me bat,no,9.1,mass,4(-6),1,,
Attr_787,VienNB Mus. 41950,1525,~1525,southern Germany/west Germany,Germany,manuscript tablature,Ecce video celos apertos,no,19.2,motet,3,4b,Nicolaus Craen,
Attr_788,VienNB Mus. 41950,1525,~1525,southern Germany/west Germany,Germany,manuscript tablature,Qui belles amours,no,28.29,songs and instrumental pieces,4,2,,Adolf Blindhamer
Attr_789,VienNB Mus. 41950,1525,~1525,southern Germany/west Germany,Germany,manuscript tablature,Adieu mes amours,yes,28.3,songs and instrumental pieces,4,1,,
Attr_790,WolfA 292,1525,~1525,Basel,Switzerland,manuscript,Ach hülff mich leid,no,28.2,songs and instrumental pieces,4,4a,,
Attr_791,BasU F.X.1–4,1526,~1512–26,Augsburg/Basel,Germany/Switzerland,manuscript,Entré je suis,yes,28.14,songs and instrumental pieces,4,1,,
Attr_792,BasU F.X.1–4,1526,~1512–26,Augsburg/Basel,Germany/Switzerland,manuscript,Ach hülff mich leid,no,28.2,songs and instrumental pieces,4,4a,,Pirson
Attr_793,BasU F.X.1–4,1526,~1512–26,Augsburg/Basel,Germany/Switzerland,manuscript,Plus nulz regretz,yes,28.28,songs and instrumental pieces,4,1,,
Attr_794,BasU F.X.1–4,1526,~1512–26,Augsburg/Basel,Germany/Switzerland,manuscript,Tous les regretz,no,28.34,songs and instrumental pieces,4,4b,Pierre de La Rue,La Rue
Attr_795,CasAC D(F),1526,~1515–26,Casale Monferrato,Italy,manuscript,Letare nova Syon,no,17.12,motet,4,4b,Andreas de Silva,
Attr_796,CasAC L(B),1526,~1515–26,Casale Monferrato,Italy,manuscript,Credo Vilayge II,no,13.6,mass,4,3,,
Attr_797,Giudici [c. 1526]|7,1526,,Rome,Italy,printed vocal music,Cueur langoreulx,yes,29.2,songs and instrumental pieces,5,2,,
Attr_798,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Mater patris,yes,10.1,mass,4(-5),4a,,
Attr_799,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_800,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa La sol fa re mi,yes,11.2,mass,4,1,,
Attr_801,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Ad fugam,yes,12.1,mass,4,4a,,
Attr_802,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Sine nomine,yes,12.2,mass,4,1,,
Attr_803,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Ecce tu pulchra es,yes,14.6,motet,4,3,,
Attr_804,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Tu solus qui facis mirabilia,yes,22.5,motet,4,1,,
Attr_805,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_806,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_807,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Gaudeamus,yes,4.2,mass,4,1,,
Attr_808,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa L'ami Baudichon,yes,5.1,mass,4,2,,
Attr_809,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Une mousse de Biscaye,yes,5.2,mass,4,3,,
Attr_810,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa L'homme armé sexti toni,yes,6.2,mass,4(-6),1,,
Attr_811,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_812,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa D'ung aultre amer,yes,7.3,mass,4,2,,
Attr_813,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Faysant regretz,yes,8.1,mass,4,1,,
Attr_814,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Fortuna desperata,yes,8.2,mass,4,1,,
Attr_815,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_816,"Giunta, Pasoti, Dorico 1526",1526,,Rome,Italy,printed vocal music,Missa Di dadi [=Missa N'auray je jamais],yes,9.3,mass,4,4a,,
Attr_817,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,Dilectus deo,no,14.4,motet,4,4a,,
Attr_818,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,Bonitatem fecisti,no,15.5,motet,4,4b,Carpentras,Carpentras
Attr_819,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,"Deus, in nomine tuo",yes,16.2,motet,4,4b,Carpentras,
Attr_820,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,Memor esto verbi tui,yes,17.14,motet,4,1,,
Attr_821,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,Qui velatus facie fuisti,yes,22.3,motet,4,1,,
Attr_822,"Giunta, Pasoti, Dorico 1526|1",1526,,Rome,Italy,printed vocal music,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Antoine de Févin
Attr_823,"Giunta, Pasoti, Dorico 1526|2",1526,,Rome,Italy,printed vocal music,Miseremini mei,no,14.8,motet,4,4b,Jean Richafort,Richafort
Attr_824,"Giunta, Pasoti, Dorico 1526|2",1526,,Rome,Italy,printed vocal music,"Judica me, deus",no,17.8,motet,4,4b,Arnold Caen,Caen
Attr_825,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,Jean Mouton
Attr_826,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,"Domine, ne in furore",yes,16.6,motet,4,2,,
Attr_827,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,"Miserere mei, deus",yes,18.3,motet,5,1,,
Attr_828,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Tulerunt dominum,no,20.14,motet,4,4b,Michele Pesenti,Pesenti
Attr_829,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_830,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Alma redemptoris mater,yes,23.1,motet,4,3,,
Attr_831,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Ave noblissima creatura,yes,23.11,motet,6,3,,
Attr_832,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_833,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Virgo salutiferi,yes,25.13,motet,5,1,,
Attr_834,"Giunta, Pasoti, Dorico 1526|3",1526,,Rome,Italy,printed vocal music,Stabat mater,yes,25.9,motet,5,1,,
Attr_835,"Giunta, Pasoti, Dorico 1526|4",1526,,Rome,Italy,printed vocal music,Misericordias domini,yes,18.4,motet,4,4a,,
Attr_836,"Giunta, Pasoti, Dorico 1526|4",1526,,Rome,Italy,printed vocal music,Lectio actuum apostolorum,yes,19.12,motet,5,4b,Johannes Viardot,
Attr_837,"Giunta, Pasoti, Dorico 1526|4",1526,,Rome,Italy,printed vocal music,Missus est angelus Gabriel,yes,20.6,motet,5,4a,,
Attr_838,"Giunta, Pasoti, Dorico 1526|4",1526,,Rome,Italy,printed vocal music,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_839,"Giunta, Pasoti, Dorico 1526|4",1526,,Rome,Italy,printed vocal music,Verbum bonum et suave,no,25.11,motet,6?,4a,,
Attr_840,BasU F.IX.22,1527,~1512–27,Basel,Switzerland,manuscript,Il n'est plaisir,no,App. 11,songs and instrumental pieces,3,4b,Heinrich Isaac,Isaac
Attr_841,BolSP 29,1527,~1515–27,Bologna,Italy,manuscript,O bone et dulcissime Jesu,no,21.9,motet,4,3,,
Attr_842,BolSP 31,1527,,Bologna,Italy,manuscript,Missa Hercules dux Ferrarie,no,11.1,mass,4(-6),1,,
Attr_843,BolSP 31,1527,,Bologna,Italy,manuscript,Missa La sol fa re mi,no,11.2,mass,4,1,,
Attr_844,BolSP 31,1527,,Bologna,Italy,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_845,BolSP 31,1527,,Bologna,Italy,manuscript,Missa L'homme armé super voces musicales,no,6.3,mass,4,1,,
Attr_846,BolSP 31,1527,,Bologna,Italy,manuscript,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_847,BolSP 38,1527,~1525–27,Bologna,Italy,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_848,BolSP 38,1527,~1525–27,Bologna,Italy,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_849,FlorC 2442,1527,1508–27,,France,manuscript,Dictez moy bergere,no,28.10,songs and instrumental pieces,4,4a,,Pierre de La Rue
Attr_850,FlorC 2442,1527,1508–27,,France,manuscript,Tant vous aimme,yes,28.33,songs and instrumental pieces,4,3,,
Attr_851,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,Jean Mouton
Attr_852,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,"Domine, ne in furore",yes,16.6,motet,4,2,,
Attr_853,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,"Miserere mei, deus",yes,18.3,motet,5,1,,
Attr_854,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Tulerunt dominum,no,20.14,motet,4,4b,Michele Pesenti,Pesenti
Attr_855,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_856,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Alma redemptoris mater,yes,23.1,motet,4,3,,
Attr_857,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Ave noblissima creatura,yes,23.11,motet,6,3,,
Attr_858,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_859,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Virgo salutiferi,yes,25.13,motet,5,1,,
Attr_860,"Giunta, Pasoti, Dorico 1527",1527,,Rome,Italy,printed vocal music,Stabat mater,yes,25.9,motet,5,1,,
Attr_861,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,"Domine, non secundum peccata",yes,16.10,motet,2-4,1,,
Attr_862,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Memor esto verbi tui,yes,17.14,motet,4,1,,
Attr_863,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Ecce video celos apertos,no,19.2,motet,3,4b,Nicolaus Craen,Craen
Attr_864,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Tulerunt dominum,yes,20.14,motet,4,4b,Michele Pesenti,
Attr_865,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Ave verum corpus,yes,21.2,motet,2-3,2,,
Attr_866,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,"Magnus es tu, domine",yes,21.6,motet,4,4a,,
Attr_867,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Victime paschali laudes,yes,22.6,motet,4,2,,
Attr_868,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Ave Maria,yes,23.6,motet,4,1,,
Attr_869,MunU 322–5,1527,~1527,Basel,Switzerland,manuscript,Virgo prudentissima,yes,25.12,motet,4,2,,
Attr_870,MunU 328–31,1527,~1523–27,Augsburg,Germany,manuscript,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
Attr_871,MunU 328–31,1527,~1523–27,Augsburg,Germany,manuscript,Ach hülff mich leid,no,28.2,songs and instrumental pieces,4,4a,,
Attr_872,MunU 328–31,1527,~1523–27,Augsburg,Germany,manuscript,Leal schray tante,no,28.21,songs and instrumental pieces,4,4b,Pierre de La Rue,
Attr_873,MunU 328–31,1527,~1523–27,Augsburg,Germany,manuscript,Qui belles amours,no,28.29,songs and instrumental pieces,4,2,,
Attr_874,MunU 328–31,1527,~1523–27,Augsburg,Germany,manuscript,Il n'est plaisir,no,App. 11,songs and instrumental pieces,3,4b,Heinrich Isaac,
Attr_875,MunU 718,1527,~1522–27,Ingolstadt,Germany,manuscript tablature,Ach hülff mich leid,no,28.2,songs and instrumental pieces,4,4a,,
Attr_876,MunU 718,1527,~1522–27,Ingolstadt,Germany,manuscript tablature,Qui belles amours,no,28.29,songs and instrumental pieces,4,2,,
Attr_877,MunU 718,1527,~1522–27,Ingolstadt,Germany,manuscript tablature,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_878,VatS 46,1527,~1508–27,Rome,Italy,manuscript,"Deus, in nomine tuo",no,16.2,motet,4,4b,Carpentras,Carpentras
Attr_879,VatS 46,1527,~1508–27,Rome,Italy,manuscript,O admirabile commercium,no,21.7,motet,4,1,,
Attr_880,VatS 46,1527,~1508–27,Rome,Italy,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_881,VatS 55,1527,~1515–27,Rome,Italy,manuscript,Missa Missus est Gabriel angelus,no,10.2,mass,4,4b,Pierre Moulu,Moulu
Attr_882,Attaingnant [c. 1528]|10,1529,,Paris,France,printed vocal music,En l'ombre d'ung buissonnet,no,28.13,songs and instrumental pieces,4,3,,
Attr_883,Attaingnant [c. 1528]|10,1529,,Paris,France,printed vocal music,Baisiez moy,no,28.4,songs and instrumental pieces,4,2,,
Attr_884,Attaingnant 1529|1,1529,,Paris,France,printed vocal music,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_885,Attaingnant 1529|1,1529,,Paris,France,printed vocal music,In illo tempore Maria Magdalena,yes,26.6,motet,4,4b,Jean Mouton,Mouton
Attr_886,Attaingnant 1529|3,1529,,Paris,France,printed vocal music,Cueurs desolez,no,28.8,songs and instrumental pieces,4,4b,Benedictus Appenzeller,
Attr_887,ChiN M91 / SuttonO 4,1529,~1527–29,Florence,Italy,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
